text,label
"Timely shipment and quality product.	",Positive
"Nice solid keyboard.	",Positive
"Very well made and fits my Surefire GX2 perfectly.	",Positive
"We would recommend these to others.	",Positive
"The battery works great!	",Positive
"Looks great and is strong.""	",Positive
"I have had TMobile service for 2 or 3 years now and I am pretty happy with it.	",Positive
"Great software for Motorolas.	",Positive
"The delivery was on time.	",Positive
"Very easy to use.	",Positive
"It holds a charge for a long time is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous.	",Positive
"The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.	",Positive
"After charging overnight these batteries work great.	",Positive
"You won't regret it!	",Positive
"I love this phone!.	",Positive
"This PDA rocks.	",Positive
"It is super charged up for use as a small hybrid palmtop/camera/cellphone and excels in those roles.	",Positive
"I had Verizon 2 years ago and really liked their service.	",Positive
"Works as described.	",Positive
Save your money.... I've had this item for ,Positive
"WELL IM SATISFIED.	",Positive
"The bose noise cancelling is amazing which is very important for a NYC commuter.	",Positive
"This battery is an excellent bargain!	",Positive
"I wear glasses and it fits fine with them.	",Positive
"great...no problems at all!.	",Positive
"This frog phone charm is adorable and very eye catching.	",Positive
"The sound is clear and the people I talk to on it are amazed at the quality too.	",Positive
"I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.	",Positive
"very good product well made.	",Positive
"Mobile Phone Tools are a must have.	",Positive
"I am very impressed with the job that Motorola did on the sturdiness of this phone.	",Positive
"I received my orders well within the shipping timeframe everything was in good working order and overall I am very excited to have this source.	",Positive
"The phone is sturdy and waterproof.	",Positive
"Thanks again to Amazon for having the things I need for a good price!	",Positive
"I ended up sliding it on the edge of my pants or back pockets instead.	",Positive
"I had to go to a store and bought a new NOKIA phone which is working great.	",Positive
"Works great!.	",Positive
"The noise shield is incrediable.	",Positive
"Keep up the good work Amazon!!	",Positive
"Great case and price!	",Positive
"Bluetooth range is good - a few days ago I left my phone in the trunk got a call and carried the conversation without a hitch.	",Positive
"Small sleek impressive looking practical setup with ample storage in place.	",Positive
"The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.	",Positive
"I am glad I purchased it.	",Positive
"No shifting no bubbling no peeling not even a scratch NOTHING!I couldn't be more happier with my new one for the Droid.	",Positive
"I own a Jabra Earset and was very happy with it but the sound quality especially outgoing on this is better.	",Positive
"I love the camera it's really pretty good quality.	",Positive
"Thank you for such great service.	",Positive
"Its a total package.	",Positive
"The seller is very understanding and patient I would definitely buy from them again.	",Positive
"Great product for the price!.	",Positive
"I have purchased these for both family and friends and all enjoy their clarity and ease of use	",Positive
"Virgin Wireless rocks and so does this cheap little phone!	",Positive
"All in all I'm quite satisfied with this purchase.	",Positive
"Great it was new packaged nice works good no problems and it came in less time then I expected!!!!	",Positive
"Great Product.	",Positive
"This fixes all the problems.	",Positive
"I am very happy	",Positive
"I've had no trouble accessing the Internet downloading ringtones or performing any of the functions.	",Positive
"It does everything the description said it would.	",Positive
"It works great with a car charger especially if you cannot plug in two adapters at the same time.	",Positive
"It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking however it's not.	",Positive
"Better than expected.	",Positive
"Battery is holding up well.	",Positive
"Linked to my phone without effort.	",Positive
"THey are so cool!	",Positive
"Easy to use.	",Positive
"Better Than New.	",Positive
"A pretty good product.	",Positive
"This is a great phone!.	",Positive
"For the price on Amazon it is an excellent product which I would highly recommend.	",Positive
"Their Research and Development division obviously knows what they're doing.	",Positive
"Those phones are working just fine now.	",Positive
"I am more than happy with this product.	",Positive
"Overall I would recommend this phone over the new Walkman.	",Positive
"It fits my ear well and is comfortable on.	",Positive
"I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.	",Positive
"This is a great product..... sure beats using your fingers!.	",Positive
"All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.	",Positive
"I recommend iGo to anyone with different brand cell phones/mp3 players in the family.	",Positive
"I posted more detailed comments under the grey or black phone but i have the Fire Red and it's a great color!	",Positive
"I did not have any problem with this item and would order it again if needed.	",Positive
"Not only did the software do a great job of this I could also make my own ringtones form my existing CDs without an internet connection.	",Positive
"im surprised this is a good quality car charger and there's not much reviews about it.	",Positive
"These are fabulous!	",Positive
"I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.	",Positive
"Very wind-resistant.	",Positive
"They do not last forever but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.	",Positive
"Phone is sturdy as all nokia bar phones are.	",Positive
"Great phone.	",Positive
"I'm pleased.	",Positive
"I found the product to be easy to set up and use.	",Positive
"No ear loop needed it's tiny and the sound is great.	",Positive
"The handsfree part works fine but then the car tries to download the address book and the Treo reboots.Overall I still rate this device high.	",Positive
"I'm happy about this purchase- good quality and low price.	",Positive
"I love the look and feel of Samsung flipphones.	",Positive
"Its well-designed and very sharp -- the blue is a very nice color.	",Positive
"Does everything it should and more.	",Positive
"Nice Sound.	",Positive
"Much less than the jawbone I was going to replace it with.	",Positive
"Setup went very smoothly.	",Positive
"It is well made easy to access the phone and has a handy detachable belt clip.	",Positive
"It works fine on my Motorola 325 cellphone and a lot better than the worn-out battery did.	",Positive
"The volume for the ringer is REAL good (you have choices how loud).	",Positive
"I love the ringtones because they are so upbeat!	",Positive
"Easy to pair with my Samsung Cell.	",Positive
"Works well.	",Positive
"Clear crisp sound.	",Positive
"I have to use the smallest earpieces provided but it stays on pretty well.	",Positive
"The phone can also take great pictures and even video clips.	",Positive
"Because both ears are occupied background is not distracting at all.	",Positive
"Comfortable fit - you need your headset to be comfortable for at least an hour at a time if not for an entire day.	",Positive
"You can't beat the price on these.	",Positive
"* Comes with a strong light that you can use to light up your camera shots and even flash SOS signals (seriously!	",Positive
"lightweight and works well.	",Positive
"I love this cable - it allows me to connect any mini-USB device to my PC.	",Positive
"This is cool because most cases are just open there allowing the screen to get all scratched up.	",Positive
"Appears to actually outperform the original battery from China that came with my V325i.	",Positive
"jabra ear gels ""R"" the best!.	",Positive
"It was a great phone.	",Positive
"Good value works fine - power via USB car or wall outlet.	",Positive
"My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.	",Positive
"This is simply the BEST bluetooth headset for sound quality!	",Positive
"In the span of an hour I had two people exclaim ""Whoa - is that the new phone on TV?!?	",Positive
"I have always used corded headsets and the freedom from the wireless is very helpful.	",Positive
This case has passed the one year mark and while it shows signs of wear it is ,Positive
"Other than that the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.	",Positive
"It has everything I need and I couldn't ask for more.	",Positive
"This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.	",Positive
"T-Mobile has the best customer service anywhere.	",Positive
"Arrived quickly and much less expensive than others being sold.	",Positive
"Provides good protection and looks classy too.	",Positive
"Krussel Always good.	",Positive
"The tracfonewebsite is user friendly and makes it easy toactivate etc.	",Positive
"The design is very good.4.	",Positive
"I great reception all the time.	",Positive
"I would highly recommend this product.	",Positive
"Fantastic buy and will get again for whatever my next phone is	",Positive
"This BlueAnt Supertooth hands-free phone speaker is AWESOME.	",Positive
"It is light has plenty of battery capacity and is very confortable to wear for somewhat extended periods of time.	",Positive
"Blue Ant is easy to use.	",Positive
"Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.	",Positive
"It's very convenient and simple to use - gets job done & makes the car ride so much smoother.	",Positive
"The sound quality is excellent as well.	",Positive
"Its the best headset I have used.	",Positive
"They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.	",Positive
"Just what I wanted.	",Positive
I really wanted the Plantronics 5,Positive
"Great product.	",Positive
"Crisp and Clear.	",Positive
"The reception has been generally good.	",Positive
"Excellent sound battery life and inconspicuous to boot!.	",Positive
"Great bluetooth!.	",Positive
"I highly recommend this case.	",Positive
"WORTHWHILE.	",Positive
"This is a great deal.	",Positive
"It is simple to use and I like it.	",Positive
"It's a great tool for entertainment communication and data management.Oh be sure to use ActiveSync 4.2 for optimal data synchronization results!	",Positive
"I own 2 of these cases and would order another.	",Positive
"Great Phone.	",Positive
"I bought this battery with a coupon from Amazon and I'm very happy with my purchase.	",Positive
"Perfect for the PS3.	",Positive
"Five star Plus plus.	",Positive
"A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.	",Positive
"Good  works fine.	",Positive
"For the price this was a great deal.	",Positive
"Great price too!	",Positive
"Yes it's shiny on front side - and I love it!	",Positive
"The reception through this headset is excellent.	",Positive
"2 thumbs up to this seller	",Positive
"Battery charge-life is quite long.	",Positive
"The Jabra EarGels fit my ears very well.	",Positive
"Product is exactly as described.	",Positive
"Gets a signal when other Verizon phones won't.	",Positive
"I would recommend it.	",Positive
"Plan on ordering from them again and again.	",Positive
"That being said for a phone the camera is very nice; many cool effects to play with and video is decent as well.	",Positive
"I have been very satisfied with this cell phone from day one.	",Positive
"They keep getting better and better (this is my third one and I've had numerous Palms too).	",Positive
"The shipping time was also very quick!	",Positive
"Good case!.	",Positive
"Really good product.	",Positive
"It looks very nice.	",Positive
"This is an excellent tool especially when paired with your phone's auto-answer.	",Positive
"I have read other's reviews here but I haven't had any problem with it.	",Positive
"Comfortable in my hand.	",Positive
"(It works!)	",Positive
"So far it has worked like a charm.	",Positive
"I have only had it for a few weeks but so far so good.	",Positive
"But in any case the best part is you can download these pictures to your laptop using IR or even send pictures from your laptop to the phone.	",Positive
"Would recommend this item.	",Positive
"It's been my choice headset for years.Great sound; good volume; good noise cancellation.	",Positive
"Nice case feels good in your hands.	",Positive
"Just really good.. So far probably the best BT headset I have ever had.	",Positive
"Works fine.	",Positive
"I received my headset in good time and was happy with it.	",Positive
"I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.	",Positive
"My sister has one also and she loves it.	",Positive
"Good Quality.	",Positive
"Excellent dual-purpose headset.	",Positive
"Excellent!.	",Positive
"It seems completely secure both holding on to my belt and keeping the iPhone inside.	",Positive
"The only good thing was that it fits comfortably on small ears.	",Positive
"I am pairing this with my iphone and I could not be happier with it so far.	",Positive
"Best headset ever!!!.	",Positive
It was that loud.Glad to say that the Plantronics 5,Positive
"Fits comfortably came with three sizes of earbud tips.	",Positive
"Excellent product for the price.	",Positive
"It was quite comfortable in the ear.	",Positive
"Great phone.	",Positive
"The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.	",Positive
"The cutouts and buttons are placed perfectly.	",Positive
"I love being able to use one headset for both by land-line and cell.	",Positive
"But despite these few flaws this case is of exceptional quality and well worth the additional costs of owning an official OEM product.	",Positive
"I can hear while I'm driving in the car and usually don't even have to put it on it's loudest setting.	",Positive
"Seller shipped quickly and much cheaper than the competitors.	",Positive
"Good show Samsung.	",Positive
So I bought about ,Positive
"Leopard Print is wonderfully wild!.	",Positive
"Works for me.	",Positive
"much better than the hard plastic cases.	",Positive
"Happy so far!.	",Positive
"cool phone.	",Positive
"Works good.	",Positive
"but it is great i would really recommend it	",Positive
"You get extra minutes so that you can carry out the call and not get cut off.""	",Positive
"The headset fulfills my requirements so I am happy with my purchase.	",Positive
"I like the fact that it rests lightly against your ear rather than inside.	",Positive
"A lot of websites have been rating this a very good phone and so do I.	",Positive
"I have tried these cables with my computer and my iPod and it works just fine.	",Positive
"It is easy to turn on and off when you are in the car and the volume controls are quite accessable.	",Positive
"I have had mine for about a year and this Christmas I bought some for the rest of the family.	",Positive
"Otherwise easy to install and use clear sound.	",Positive
"nice leather.	",Positive
"It is a joy to use.	",Positive
"Very satisifed with that.	",Positive
"Just reading on the specs alone makes you say WOW.	",Positive
"Love it.. Great armband.	",Positive
"I was very impressed with the price of the cases.	",Positive
"Also makes it easier to hold on to.	",Positive
"I use this product in a motor control center where there is a lot of high voltage humming from the equipment and it works great!	",Positive
"It's pretty easy.	",Positive
"Beautiful styling though.	",Positive
"Excellent product.	",Positive
"It is the best charger I have seen on the market yet.	",Positive
"SWEETEST PHONE!!!	",Positive
"Oh the charger seems to work fine.	",Positive
"It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.	",Positive
I used to talk on it for ,Positive
it is very pulchritudinous,Positive
